,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
59,60,Greatest Love Story,LANCO,16,2018-01-01,2018-01-01
60,61,Good Old Days,Macklemore ft. Kesha,9,2018-01-01,2018-01-01
61,62,What About Us,P!nk,20,2018-01-01,2018-01-01
62,63,Marry Me,Thomas Rhett,3,2018-01-01,2018-01-01
63,64,Codeine Dreaming,Kodak Black ft. Lil Wayne,4,2018-01-01,2018-01-01
64,65,I'll Name The Dogs,Blake Shelton,15,2018-01-01,2018-01-01
65,66,Yours,Russell Dickerson,10,2018-01-01,2018-01-01
66,67,Tennessee Rain,Addison Agen,1,2018-01-01,2018-01-01
67,68,The Race,Tay-K,19,2018-01-01,2018-01-01
68,69,Wish I Didn't Love You,Chloe Kohanski,1,2018-01-01,2018-01-01
69,70,Round Here Buzz,Eric Church,13,2018-01-01,2018-01-01
70,71,My Dawg,Lil Baby,2,2018-01-01,2018-01-01
71,72,Light It Up,Luke Bryan,17,2018-01-01,2018-01-01
72,73,Tell Me You Love Me,Demi Lovato,4,2018-01-01,2018-01-01
73,74,Pick It Up,Famous Dex ft. A$AP Rocky,6,2018-01-01,2018-01-01
74,75,Echame La Culpa,Luis Fonsi & Demi Lovato,5,2018-01-01,2018-01-01
75,76,Look What You Made Me Do,Taylor Swift,18,2018-01-01,2018-01-01
76,77,Betrayed,Lil Xan,6,2018-01-01,2018-01-01
77,78,Losing Sleep,Chris Young,13,2018-01-01,2018-01-01
78,79,MIC Drop,BTS ft. Desiigner,4,2018-01-01,2018-01-01
79,80,No Smoke,YoungBoy Never Broke Again,3,2018-01-01,2018-01-01
80,81,I Could Use A Love Song,Maren Morris,18,2018-01-01,2018-01-01
81,82,Ice Tray,Quavo & Lil Yachty,1,2018-01-01,2018-01-01
82,83,You Broke Up With Me,Walker Hayes,9,2018-01-01,2018-01-01
83,84,I Pray,Red Marlow,1,2018-01-01,2018-01-01
84,85,Wanted You,NAV ft. Lil Uzi Vert,6,2018-01-01,2018-01-01
85,86,Mayores,Becky G ft. Bad Bunny,9,2018-01-01,2018-01-01
86,87,Walk On Water,Eminem ft. Beyonce,4,2018-01-01,2018-01-01
87,88,Dusk Till Dawn,Zayn ft. Sia,15,2018-01-01,2018-01-01
88,89,Written In The Sand,Old Dominion,5,2018-01-01,2018-01-01
89,90,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",2,2018-01-01,2018-01-01
90,91,F**k Love,XXXTENTACION ft. Trippie Redd,17,2018-01-01,2018-01-01
91,92,Believe,Eminem,1,2018-01-01,2018-01-01
92,93,Juice,Yo Gotti,3,2018-01-01,2018-01-01
93,94,Dark Knight Dummo,Trippie Redd ft. Travis Scott,2,2018-01-01,2018-01-01
94,95,When We,Tank,5,2018-01-01,2018-01-01
95,96,Five More Minutes,Scotty McCreery,3,2018-01-01,2018-01-01
96,97,Too Much To Ask,Niall Horan,9,2018-01-01,2018-01-01
97,98,Never Be The Same,Camila Cabello,2,2018-01-01,2018-01-01
98,99,All On Me,Devin Dawson,5,2018-01-01,2018-01-01
99,100,Legends,Kelsea Ballerini,3,2018-01-01,2018-01-01
100,1,Perfect,Ed Sheeran,19,2018-01-08,2018-01-08
101,2,Havana,Camila Cabello ft. Young Thug,21,2018-01-08,2018-01-08
102,3,Rockstar,Post Malone ft. 21 Savage,16,2018-01-08,2018-01-08
103,4,Thunder,Imagine Dragons,36,2018-01-08,2018-01-08
104,5,No Limit,G-Eazy ft. A$AP Rocky & Cardi B,17,2018-01-08,2018-01-08
105,6,Bad At Love,Halsey,18,2018-01-08,2018-01-08
106,7,Too Good At Goodbyes,Sam Smith,17,2018-01-08,2018-01-08
107,8,MotorSport,"Migos, Nicki Minaj & Cardi B",10,2018-01-08,2018-01-08
108,9,Gucci Gang,Lil Pump,17,2018-01-08,2018-01-08
109,10,Bodak Yellow (Money Moves),Cardi B,27,2018-01-08,2018-01-08
110,11,New Rules,Dua Lipa,23,2018-01-08,2018-01-08
111,12,Feel It Still,Portugal. The Man,29,2018-01-08,2018-01-08
112,13,Shape Of You,Ed Sheeran,52,2018-01-08,2018-01-08
113,14,Love.,Kendrick Lamar ft. Zacari,28,2018-01-08,2018-01-08
114,15,Sorry Not Sorry,Demi Lovato,26,2018-01-08,2018-01-08
115,16,Believer,Imagine Dragons,48,2018-01-08,2018-01-08
116,17,Him & I,G-Eazy & Halsey,5,2018-01-08,2018-01-08
117,18,Let You Down,NF,12,2018-01-08,2018-01-08
118,19,Bartier Cardi,Cardi B ft. 21 Savage,2,2018-01-08,2018-01-08
119,20,Gummo,6ix9ine,8,2018-01-08,2018-01-08
120,21,What Lovers Do,Maroon 5 ft. SZA,19,2018-01-08,2018-01-08
121,22,Young Dumb & Broke,Khalid,25,2018-01-08,2018-01-08
122,23,I Fall Apart,Post Malone,15,2018-01-08,2018-01-08
123,24,Meant To Be,Bebe Rexha & Florida Georgia Line,11,2018-01-08,2018-01-08
124,25,Despacito,Luis Fonsi & Daddy Yankee ft. Justin Bieber,51,2018-01-08,2018-01-08
125,26,I Get The Bag,Gucci Mane ft. Migos,20,2018-01-08,2018-01-08
126,27,How Long,Charlie Puth,13,2018-01-08,2018-01-08
127,28,Wolves,Selena Gomez X Marshmello,11,2018-01-08,2018-01-08
128,29,Bank Account,21 Savage,26,2018-01-08,2018-01-08
129,30,Mi Gente,J Balvin & Willy William ft. Beyonce,27,2018-01-08,2018-01-08
130,31,Plain Jane,A$AP Ferg ft. Nicki Minaj,15,2018-01-08,2018-01-08
131,32,That's What I Like,Bruno Mars,51,2018-01-08,2018-01-08
132,33,1-800-273-8255,Logic ft. Alessia Cara & Khalid,36,2018-01-08,2018-01-08
133,34,Attention,Charlie Puth,37,2018-01-08,2018-01-08
134,35,Finesse,Bruno Mars & Cardi B,1,2018-01-08,2018-01-08
135,36,The Way Life Goes,Lil Uzi Vert ft. Nicki Minaj,19,2018-01-08,2018-01-08
136,37,The Weekend,SZA,23,2018-01-08,2018-01-08
137,38,Sky Walker,Miguel ft. Travis Scott,15,2018-01-08,2018-01-08
138,39,End Game,Taylor Swift ft. Ed Sheeran & Future,7,2018-01-08,2018-01-08
139,40,Let Me Go,Hailee Steinfeld & Alesso ft. Florida Georgia Line & Watt,15,2018-01-08,2018-01-08
140,41,Silence,Marshmello ft. Khalid,21,2018-01-08,2018-01-08
141,42,Unforgettable,French Montana ft. Swae Lee,39,2018-01-08,2018-01-08
142,43,What About Us,P!nk,22,2018-01-08,2018-01-08
143,44,Marry Me,Thomas Rhett,5,2018-01-08,2018-01-08
144,45,River,Eminem ft. Ed Sheeran,3,2018-01-08,2018-01-08
145,46,Like I Loved You,Brett Young,15,2018-01-08,2018-01-08
146,47,Roll In Peace,Kodak Black ft. XXXTENTACION,20,2018-01-08,2018-01-08
147,48,Lemon,N*E*R*D & Rihanna,9,2018-01-08,2018-01-08
148,49,Ric Flair Drip,Offset & Metro Boomin,10,2018-01-08,2018-01-08
149,50,Lights Down Low,MAX ft. gnash,13,2018-01-08,2018-01-08
150,51,Pills And Automobiles,"Chris Brown ft. Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",17,2018-01-08,2018-01-08
151,52,Yours,Russell Dickerson,12,2018-01-08,2018-01-08
152,53,Greatest Love Story,LANCO,18,2018-01-08,2018-01-08
153,54,Good Old Days,Macklemore ft. Kesha,11,2018-01-08,2018-01-08
154,55,Look What You Made Me Do,Taylor Swift,20,2018-01-08,2018-01-08
155,56,I'll Name The Dogs,Blake Shelton,17,2018-01-08,2018-01-08
156,57,Round Here Buzz,Eric Church,15,2018-01-08,2018-01-08
157,58,...Ready For It?,Taylor Swift,18,2018-01-08,2018-01-08
158,59,Candy Paint,Post Malone,11,2018-01-08,2018-01-08
159,60,Rubbin Off The Paint,YBN Nahmir,9,2018-01-08,2018-01-08
160,61,La Modelo,Ozuna x Cardi B,2,2018-01-08,2018-01-08
161,62,I Could Use A Love Song,Maren Morris,20,2018-01-08,2018-01-08
162,63,Losing Sleep,Chris Young,15,2018-01-08,2018-01-08
163,64,Echame La Culpa,Luis Fonsi & Demi Lovato,7,2018-01-08,2018-01-08
164,65,Codeine Dreaming,Kodak Black ft. Lil Wayne,6,2018-01-08,2018-01-08
165,66,MIC Drop,BTS ft. Desiigner,6,2018-01-08,2018-01-08
166,67,You Broke Up With Me,Walker Hayes,11,2018-01-08,2018-01-08
167,68,Kooda,6ix9ine,5,2018-01-08,2018-01-08
168,69,Light It Up,Luke Bryan,19,2018-01-08,2018-01-08
169,70,Written In The Sand,Old Dominion,7,2018-01-08,2018-01-08
170,71,Never Be The Same,Camila Cabello,3,2018-01-08,2018-01-08
171,72,Tell Me You Love Me,Demi Lovato,6,2018-01-08,2018-01-08
172,73,No Smoke,YoungBoy Never Broke Again,5,2018-01-08,2018-01-08
173,74,Ice Tray,Quavo & Lil Yachty,3,2018-01-08,2018-01-08
174,75,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",4,2018-01-08,2018-01-08
175,76,Betrayed,Lil Xan,8,2018-01-08,2018-01-08
176,77,Pick It Up,Famous Dex ft. A$AP Rocky,8,2018-01-08,2018-01-08
177,78,Five More Minutes,Scotty McCreery,5,2018-01-08,2018-01-08
178,79,Legends,Kelsea Ballerini,5,2018-01-08,2018-01-08
179,80,One Foot,WALK THE MOON,1,2018-01-08,2018-01-08
180,81,Mayores,Becky G ft. Bad Bunny,11,2018-01-08,2018-01-08
181,82,Heaven,Kane Brown,2,2018-01-08,2018-01-08
182,83,This Is Me,Keala Settle & The Greatest Showman Ensemble,1,2018-01-08,2018-01-08
183,84,My Dawg,Lil Baby,4,2018-01-08,2018-01-08
184,85,Rewrite The Stars,Zac Efron & Zendaya,1,2018-01-08,2018-01-08
185,86,Too Much To Ask,Niall Horan,11,2018-01-08,2018-01-08
186,87,All On Me,Devin Dawson,6,2018-01-08,2018-01-08
187,88,Never Enough,Loren Allred,1,2018-01-08,2018-01-08
188,89,Stir Fry,Migos,2,2018-01-08,2018-01-08
189,90,Juice,Yo Gotti,5,2018-01-08,2018-01-08
190,91,Broken Halos,Chris Stapleton,6,2018-01-08,2018-01-08
191,92,Corazon,Maluma X Nego do Borel,1,2018-01-08,2018-01-08
192,93,Female,Keith Urban,2,2018-01-08,2018-01-08
193,94,Dusk Till Dawn,Zayn ft. Sia,17,2018-01-08,2018-01-08
194,95,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",1,2018-01-08,2018-01-08
195,96,When We,Tank,6,2018-01-08,2018-01-08
196,97,Wanted You,NAV ft. Lil Uzi Vert,7,2018-01-08,2018-01-08
197,98,F**k Love,XXXTENTACION ft. Trippie Redd,19,2018-01-08,2018-01-08
198,99,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",4,2018-01-08,2018-01-08
199,100,Best Friend,"Sofi Tukker ft. NERVO, The Knocks & Alisa Ueno",1,2018-01-08,2018-01-08
200,1,Perfect,Ed Sheeran,20,2018-01-15,2018-01-15
201,2,Havana,Camila Cabello ft. Young Thug,22,2018-01-15,2018-01-15
202,3,Finesse,Bruno Mars & Cardi B,2,2018-01-15,2018-01-15
203,4,Rockstar,Post Malone ft. 21 Savage,17,2018-01-15,2018-01-15
204,5,No Limit,G-Eazy ft. A$AP Rocky & Cardi B,18,2018-01-15,2018-01-15
205,6,Thunder,Imagine Dragons,37,2018-01-15,2018-01-15
206,7,Bad At Love,Halsey,19,2018-01-15,2018-01-15
207,8,Too Good At Goodbyes,Sam Smith,18,2018-01-15,2018-01-15
208,9,Filthy,Justin Timberlake,1,2018-01-15,2018-01-15
209,10,MotorSport,"Migos, Nicki Minaj & Cardi B",11,2018-01-15,2018-01-15
210,11,New Rules,Dua Lipa,24,2018-01-15,2018-01-15
211,12,Gucci Gang,Lil Pump,18,2018-01-15,2018-01-15
212,13,Love.,Kendrick Lamar ft. Zacari,29,2018-01-15,2018-01-15
213,14,Bartier Cardi,Cardi B ft. 21 Savage,3,2018-01-15,2018-01-15
214,15,Let You Down,NF,13,2018-01-15,2018-01-15
215,16,Him & I,G-Eazy & Halsey,6,2018-01-15,2018-01-15
216,17,Bodak Yellow (Money Moves),Cardi B,28,2018-01-15,2018-01-15
217,18,Meant To Be,Bebe Rexha & Florida Georgia Line,12,2018-01-15,2018-01-15
218,19,Gummo,6ix9ine,9,2018-01-15,2018-01-15
219,20,Feel It Still,Portugal. The Man,30,2018-01-15,2018-01-15
220,21,Sorry Not Sorry,Demi Lovato,27,2018-01-15,2018-01-15
221,22,Shape Of You,Ed Sheeran,53,2018-01-15,2018-01-15
222,23,How Long,Charlie Puth,14,2018-01-15,2018-01-15
223,24,Wolves,Selena Gomez X Marshmello,12,2018-01-15,2018-01-15
224,25,I Get The Bag,Gucci Mane ft. Migos,21,2018-01-15,2018-01-15
225,26,I Fall Apart,Post Malone,16,2018-01-15,2018-01-15
226,27,What Lovers Do,Maroon 5 ft. SZA,20,2018-01-15,2018-01-15
227,28,Young Dumb & Broke,Khalid,26,2018-01-15,2018-01-15
228,29,Plain Jane,A$AP Ferg ft. Nicki Minaj,16,2018-01-15,2018-01-15
229,30,Believer,Imagine Dragons,49,2018-01-15,2018-01-15
230,31,Sky Walker,Miguel ft. Travis Scott,16,2018-01-15,2018-01-15
231,32,River,Eminem ft. Ed Sheeran,4,2018-01-15,2018-01-15
232,33,The Way Life Goes,Lil Uzi Vert ft. Nicki Minaj,20,2018-01-15,2018-01-15
233,34,Despacito,Luis Fonsi & Daddy Yankee ft. Justin Bieber,52,2018-01-15,2018-01-15
234,35,Mi Gente,J Balvin & Willy William ft. Beyonce,28,2018-01-15,2018-01-15
235,36,End Game,Taylor Swift ft. Ed Sheeran & Future,8,2018-01-15,2018-01-15
236,37,Bank Account,21 Savage,27,2018-01-15,2018-01-15
237,38,That's What I Like,Bruno Mars,52,2018-01-15,2018-01-15
238,39,Marry Me,Thomas Rhett,6,2018-01-15,2018-01-15
239,40,Let Me Go,Hailee Steinfeld & Alesso ft. Florida Georgia Line & Watt,16,2018-01-15,2018-01-15
240,41,Attention,Charlie Puth,38,2018-01-15,2018-01-15
241,42,The Weekend,SZA,24,2018-01-15,2018-01-15
242,43,All The Stars,Kendrick Lamar & SZA,1,2018-01-15,2018-01-15
243,44,1-800-273-8255,Logic ft. Alessia Cara & Khalid,37,2018-01-15,2018-01-15
244,45,Roll In Peace,Kodak Black ft. XXXTENTACION,21,2018-01-15,2018-01-15
245,46,Silence,Marshmello ft. Khalid,22,2018-01-15,2018-01-15
246,47,Lights Down Low,MAX ft. gnash,14,2018-01-15,2018-01-15
247,48,Ric Flair Drip,Offset & Metro Boomin,11,2018-01-15,2018-01-15
248,49,Unforgettable,French Montana ft. Swae Lee,40,2018-01-15,2018-01-15
249,50,Lemon,N*E*R*D & Rihanna,10,2018-01-15,2018-01-15
250,51,Like I Loved You,Brett Young,16,2018-01-15,2018-01-15
251,52,Yours,Russell Dickerson,13,2018-01-15,2018-01-15
252,53,Pills And Automobiles,"Chris Brown ft. Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",18,2018-01-15,2018-01-15
253,54,Good Old Days,Macklemore ft. Kesha,12,2018-01-15,2018-01-15
254,55,Tell Me You Love Me,Demi Lovato,7,2018-01-15,2018-01-15
255,56,I Could Use A Love Song,Maren Morris,21,2018-01-15,2018-01-15
256,57,Round Here Buzz,Eric Church,16,2018-01-15,2018-01-15
257,58,Codeine Dreaming,Kodak Black ft. Lil Wayne,7,2018-01-15,2018-01-15
258,59,La Modelo,Ozuna x Cardi B,3,2018-01-15,2018-01-15
259,60,Echame La Culpa,Luis Fonsi & Demi Lovato,8,2018-01-15,2018-01-15
260,61,Greatest Love Story,LANCO,19,2018-01-15,2018-01-15
261,62,Rubbin Off The Paint,YBN Nahmir,10,2018-01-15,2018-01-15
262,63,Losing Sleep,Chris Young,16,2018-01-15,2018-01-15
263,64,This Is Me,Keala Settle & The Greatest Showman Ensemble,2,2018-01-15,2018-01-15
264,65,Never Be The Same,Camila Cabello,4,2018-01-15,2018-01-15
265,66,I'll Name The Dogs,Blake Shelton,18,2018-01-15,2018-01-15
266,67,Candy Paint,Post Malone,12,2018-01-15,2018-01-15
267,68,You Broke Up With Me,Walker Hayes,12,2018-01-15,2018-01-15
268,69,Written In The Sand,Old Dominion,8,2018-01-15,2018-01-15
269,70,Heaven,Kane Brown,3,2018-01-15,2018-01-15
270,71,Pick It Up,Famous Dex ft. A$AP Rocky,9,2018-01-15,2018-01-15
271,72,Stir Fry,Migos,3,2018-01-15,2018-01-15
272,73,Kooda,6ix9ine,6,2018-01-15,2018-01-15
273,74,MIC Drop,BTS ft. Desiigner,7,2018-01-15,2018-01-15
274,75,No Smoke,YoungBoy Never Broke Again,6,2018-01-15,2018-01-15
275,76,Betrayed,Lil Xan,9,2018-01-15,2018-01-15
276,77,Five More Minutes,Scotty McCreery,6,2018-01-15,2018-01-15
277,78,Rewrite The Stars,Zac Efron & Zendaya,2,2018-01-15,2018-01-15
278,79,Ice Tray,Quavo & Lil Yachty,4,2018-01-15,2018-01-15
279,80,...Ready For It?,Taylor Swift,19,2018-01-15,2018-01-15
280,81,All On Me,Devin Dawson,7,2018-01-15,2018-01-15
281,82,For You (Fifty Shades Freed),Liam Payne & Rita Ora,1,2018-01-15,2018-01-15
282,83,Legends,Kelsea Ballerini,6,2018-01-15,2018-01-15
283,84,One Foot,WALK THE MOON,2,2018-01-15,2018-01-15
284,85,Nowadays,Lil Skies ft. Landon Cube,1,2018-01-15,2018-01-15
285,86,Best Friend,"Sofi Tukker ft. NERVO, The Knocks & Alisa Ueno",2,2018-01-15,2018-01-15
286,87,My Dawg,Lil Baby,5,2018-01-15,2018-01-15
287,88,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",2,2018-01-15,2018-01-15
288,89,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",5,2018-01-15,2018-01-15
289,90,Corazon,Maluma X Nego do Borel,2,2018-01-15,2018-01-15
290,91,Broken Halos,Chris Stapleton,7,2018-01-15,2018-01-15
291,92,I Miss You,Clean Bandit ft. Julia Michaels,1,2018-01-15,2018-01-15
292,93,Too Much To Ask,Niall Horan,12,2018-01-15,2018-01-15
293,94,Mayores,Becky G ft. Bad Bunny,12,2018-01-15,2018-01-15
294,95,Beautiful Trauma,P!nk,3,2018-01-15,2018-01-15
295,96,Female,Keith Urban,3,2018-01-15,2018-01-15
296,97,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",5,2018-01-15,2018-01-15
297,98,Red Roses,Lil Skies ft. Landon Cube,1,2018-01-15,2018-01-15
298,99,Never Enough,Loren Allred,2,2018-01-15,2018-01-15
299,100,Juice,Yo Gotti,6,2018-01-15,2018-01-15
300,1,Havana,Camila Cabello ft. Young Thug,23,2018-01-22,2018-01-22
301,2,Perfect,Ed Sheeran,21,2018-01-22,2018-01-22
302,3,Rockstar,Post Malone ft. 21 Savage,18,2018-01-22,2018-01-22
303,4,Finesse,Bruno Mars & Cardi B,3,2018-01-22,2018-01-22
304,5,Bad At Love,Halsey,20,2018-01-22,2018-01-22
305,6,Thunder,Imagine Dragons,38,2018-01-22,2018-01-22
306,7,No Limit,G-Eazy ft. A$AP Rocky & Cardi B,19,2018-01-22,2018-01-22
307,8,New Rules,Dua Lipa,25,2018-01-22,2018-01-22
308,9,Too Good At Goodbyes,Sam Smith,19,2018-01-22,2018-01-22
309,10,MotorSport,"Migos, Nicki Minaj & Cardi B",12,2018-01-22,2018-01-22
310,11,Gucci Gang,Lil Pump,19,2018-01-22,2018-01-22
311,12,Love.,Kendrick Lamar ft. Zacari,30,2018-01-22,2018-01-22
312,13,Gummo,6ix9ine,10,2018-01-22,2018-01-22
313,14,Let You Down,NF,14,2018-01-22,2018-01-22
314,15,Him & I,G-Eazy & Halsey,7,2018-01-22,2018-01-22
315,16,Bartier Cardi,Cardi B ft. 21 Savage,4,2018-01-22,2018-01-22
316,17,Meant To Be,Bebe Rexha & Florida Georgia Line,13,2018-01-22,2018-01-22
317,18,End Game,Taylor Swift ft. Ed Sheeran & Future,9,2018-01-22,2018-01-22
318,19,Bodak Yellow (Money Moves),Cardi B,29,2018-01-22,2018-01-22
319,20,I Fall Apart,Post Malone,17,2018-01-22,2018-01-22
320,21,Shape Of You,Ed Sheeran,54,2018-01-22,2018-01-22
321,22,How Long,Charlie Puth,15,2018-01-22,2018-01-22
322,23,Feel It Still,Portugal. The Man,31,2018-01-22,2018-01-22
323,24,I Get The Bag,Gucci Mane ft. Migos,22,2018-01-22,2018-01-22
324,25,Wolves,Selena Gomez X Marshmello,13,2018-01-22,2018-01-22
325,26,Believer,Imagine Dragons,50,2018-01-22,2018-01-22
326,27,Plain Jane,A$AP Ferg ft. Nicki Minaj,17,2018-01-22,2018-01-22
327,28,Sorry Not Sorry,Demi Lovato,28,2018-01-22,2018-01-22
328,29,Filthy,Justin Timberlake,2,2018-01-22,2018-01-22
329,30,Never Be The Same,Camila Cabello,5,2018-01-22,2018-01-22
330,31,What Lovers Do,Maroon 5 ft. SZA,21,2018-01-22,2018-01-22
331,32,Young Dumb & Broke,Khalid,27,2018-01-22,2018-01-22
332,33,Sky Walker,Miguel ft. Travis Scott,17,2018-01-22,2018-01-22
333,34,River,Eminem ft. Ed Sheeran,5,2018-01-22,2018-01-22
334,35,Marry Me,Thomas Rhett,7,2018-01-22,2018-01-22
335,36,Roll In Peace,Kodak Black ft. XXXTENTACION,22,2018-01-22,2018-01-22
336,37,The Way Life Goes,Lil Uzi Vert ft. Nicki Minaj,21,2018-01-22,2018-01-22
337,38,Bank Account,21 Savage,28,2018-01-22,2018-01-22
338,39,Mi Gente,J Balvin & Willy William ft. Beyonce,29,2018-01-22,2018-01-22
339,40,Lemon,N*E*R*D & Rihanna,11,2018-01-22,2018-01-22
340,41,Lights Down Low,MAX ft. gnash,15,2018-01-22,2018-01-22
341,42,Let Me Go,Hailee Steinfeld & Alesso ft. Florida Georgia Line & Watt,17,2018-01-22,2018-01-22
342,43,Ric Flair Drip,Offset & Metro Boomin,12,2018-01-22,2018-01-22
343,44,Attention,Charlie Puth,39,2018-01-22,2018-01-22
344,45,1-800-273-8255,Logic ft. Alessia Cara & Khalid,38,2018-01-22,2018-01-22
345,46,The Weekend,SZA,25,2018-01-22,2018-01-22
346,47,The Champion,Carrie Underwood ft. Ludacris,1,2018-01-22,2018-01-22
347,48,Unforgettable,French Montana ft. Swae Lee,41,2018-01-22,2018-01-22
348,49,Yours,Russell Dickerson,14,2018-01-22,2018-01-22
349,50,Silence,Marshmello ft. Khalid,23,2018-01-22,2018-01-22
350,51,Pills And Automobiles,"Chris Brown ft. Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",19,2018-01-22,2018-01-22
351,52,Like I Loved You,Brett Young,17,2018-01-22,2018-01-22
352,53,All The Stars,Kendrick Lamar & SZA,2,2018-01-22,2018-01-22
